별점,리뷰,날짜
5,"통영 와서 숙소체크인하고
다찌집 알아보다가 근처에 알쓸신잡에 나온
맛집이 있길래 얼른왓어요!!!
맘에들어요 ㅠㅠ 맛잇음 ㅠㅠㅠㅠ",9달 전
5,"지인추천으로 오게된 맛집.
다양한 해산물을 맛 볼수 있음
일식집 부럽지 않으나 회맛을 즐기시는 분이라면 비추
우리는 다양한 음식을 먹는것 즐기는 편이라 완전 대 만족
술없는 1인 다찌 4인시켜 5인 가족 배부르게 먹었음
12시 전에 가서 자리가 있었지만 12시 반쯤 되니까 자리가 없어 되돌아가는 사람들이 있었음.
통영오면 한번쯤 들러도 후회하지 않을 듯",4년 전
1,인당 5만원인데 먹을게없다. 냉동꽃게에 양념뿌려주는데 비려못먹겠고 바닷가사람입맛 아니라면 못갈 곳. 다찌는 그냥 스끼다시 천천히주는  횟집,2년 전
5,회보다는 해산물을 더 좋아하는 나에게 딱! 맞는 곳이었어요. 싱싱한 해산물을 다양하게 즐길수 있어서 아주 좋았습니다.,5년 전
3,"1. 관광객에게 유명한듯
2. 로컬인 나는 두번 다시 안갈꺼임
3. 일인당 5만 ㅋㅋㅋㅋㅋㅋ
4. 맛있는지 몰겠음 ㅋㅋㅋ",1년 전
2,"흠~~~
작년에도 왔는데
그때보다 형편없엇요
재방문 의사는 없어요
근처 다른다찌집 가격도 저렴하고
맛도 훨씬좋아요",2년 전
2,"통영다찌 검색해서 방문
1인 5만원
평일점심 방문
손님은 4테이블
재방문 의사는없다
단품으로 먹는게 좋을듯하다
가격.양.맛.가성비..만족스럽지 않았다
2시간 시간제한이 있다",2년 전
4,"줜장님,친절,설명도 잘해주시고
암튼 첨 갔는데 푸짐히 잘먹고 왔어요.
부산,거제처남 내외와,대구의 우리 부부 6명.
담에 기회되면 꼭 갈께요.
ㅎㅎ
곧,70대  나이,사진올리려고 하는데 할줄 몰라서 못 올리겠네요.
사장님이 직접 촬영해주셨는데.",5달 전
2,"가성비대비 별로....
모든음식이 에피타이저같아요..
완전 양적음....
재방문의사없슴
가끔 오는 전국뜨내기들  상대로 돈벌생각 마세요...진심어린충고입니다
제주도통갈치 남해전복마을 통영다찌집
다 거품.......
통영에선 명촌생선구이 충무김밥아무집이나 다맛납니다
사진은 4인분입니다
차라리 대구서부정류장앞 축산항 횟집에가시면 찌게다시 훨씬더나옵니다..젠장
내눈 내가 찔럿네..
이또한 추억이라 생각하지요..",4년 전
2,"네이버와 구글을 검색하여 찾은 맛집이라는곳입니다. 가격은 술포함 다찌는 4만 4천원, 술없는 다찌는 4만원이네요. 가격에 따른 차이가 없는것 같아요. 저는 4만원짜리 다찌를 주문하고 먹었는데 음식을 잘 만든다는 느낌이 들지 않네요. 4인이 식사했는데 나오는 음식의 질이나 양이 높다고 느껴지지는 않습니다. 특별히 맛있는 느낌도 부족하고 마지막 매운탕은 왜 제공하는지를 모르겠습니다.(정말 성의없는 매운탕입니다) 공기밥은 따로 주문해서 먹어야하네요. 맛집이라 찾아간 식당인데 손님들은 많지만 가격대비 음식은 실망스럽습니다.",3년 전
2,"여행객들 위주로 장사하는곳이며
뭐 스끼좀 나오는 횟집 정도인거같네요
가족여행이라 기분망치기 싫어서 내색은 안했는데 좀별로에요",1년 전
3,"해산물 좋아하면 추천.
처음 맛보는 메뉴도 몇 개 있었음.
실내는 상대적으로 깔끔함.
이순신 공원 구경하고 가면 딱인 듯.",4년 전
3,"소박한 분위기 가격은 1인 4만원
3인 12만원 주류 4병 포함

가격대비ㅡ좀 아쉽네요

가정적 분위기이고 친절하신곳",6년 전
1,"알뜰신잡보고 갔다가 실망..
티비에서 처럼 술을 더시키면 안주가 나오거나 하지 않습니다.
기본 찬이 다나오고 그중에 먹고 싶은 찬을 따로 시켜먹는..",6년 전
