statNm,statId,addr,addrDetail,location,useTime,lat,lng,busiId,bnm,busiNm,busiCall,chgerType,output,method,available_chargers,num_chargers,congestion_ratio,working_ratio,statUpdDt,lastTsdt,lastTedt,nowTsdt,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,regionName,distance_km,is_free_parking,has_convenience,is_fast,avg_cost,inv_cost,is_free_parking_score,working_ratio_score,congestion_ratio_score,inv_cost_score,has_convenience_score,is_fast_score,distance_km_score,total_score
래프팅타운 (급),EC480256,경상남도 산청군 산청읍 꽃봉산로34번길 77,,,24시간 이용가능,35.4115742,127.8657698,EC,이지차저,이지차저,1544-3332,4,100.0,동시,2,2,0.0,1.0,2025-05-07 10:58:30,2025-05-07 09:58:09,2025-05-07 10:52:39,,48,48860,G0,G004,N,,N,,N,,N,2024,경상남도,0.1476738402813552,0,0,0,300,0.0033333333222222224,0.0,1.0,0.8,0.0026666666577777783,0.0,0.0,-0.22151076042203277,1.581155906235745
산청군청,KP005086,경상남도 산청군 산청읍 산엔청로 1,,,24시간 이용가능,35.41,127.87,KP,한국전력공사,한국전력,1899-2100,4,100.0,단독,1,1,0.0,1.0,2025-05-04 19:57:09,2025-05-04 19:01:02,2025-05-04 19:43:27,,48,48860,A0,A001,Y,,N,,N,,N,2023,경상남도,0.5255292949628906,1,0,0,300,0.0033333333222222224,0.5,1.0,0.8,0.0026666666577777783,0.0,0.0,-0.7882939424443358,1.514372724213442
금서면(온누리관),ME20C217,경상남도 산청군 금서면 매촌리 710-4,,,24시간 이용가능,35.417444,127.8628701,ME,환경부,환경부,1661-9408,4,200.0,동시,2,2,0.0,1.0,2025-05-15 15:55:10,2025-05-15 12:33:07,2025-05-15 12:51:46,,48,48860,A0,A004,Y,,N,,N,,N,2021,경상남도,0.5579272214811097,1,0,0,300,0.0033333333222222224,0.5,1.0,0.8,0.0026666666577777783,0.0,0.0,-0.8368908322216646,1.4657758344361131
산청 금서면 대장마을,EC480105,경상남도 산청군 금서면 매촌리 898-8,,,24시간 이용가능,35.4152926,127.8587495,EC,이지차저,이지차저,1544-3332,2,7.0,단독,1,1,0.0,1.0,2025-05-03 18:56:30,2025-05-03 13:39:13,2025-05-03 18:55:01,,48,48860,A0,A004,Y,,N,,N,,N,2024,경상남도,0.6593943165644153,1,0,0,300,0.0033333333222222224,0.5,1.0,0.8,0.0026666666577777783,0.0,0.0,-0.9890914748466229,1.313575191811155
산청군청,PI700316,경상남도 산청군 산청읍 산엔청로 1,산청군청,지상주차장,24시간 이용가능,35.41561,127.87347,PI,차지비,GS차지비,1600-4047,2,7.0,,1,1,0.0,1.0,2025-05-10 20:19:57,2025-05-10 20:17:19,2025-05-10 20:17:19,,48,48860,A0,A001,Y,,N,,N,,N,2017,경상남도,0.7934187879303838,1,0,0,300,0.0033333333222222224,0.5,1.0,0.8,0.0026666666577777783,0.0,0.0,-1.1901281818955756,1.1125384847622022
