statNm,statId,addr,addrDetail,location,useTime,lat,lng,busiId,bnm,busiNm,busiCall,chgerType,output,method,available_chargers,num_chargers,congestion_ratio,working_ratio,statUpdDt,lastTsdt,lastTedt,nowTsdt,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,regionName,distance_km,is_free_parking,has_convenience,is_fast,avg_cost,inv_cost,is_free_parking_score,working_ratio_score,congestion_ratio_score,inv_cost_score,has_convenience_score,is_fast_score,distance_km_score,total_score
산청 상촌리 다목적광장,EC480160,경상남도 산청군 생초면 상촌리 178,,,24시간 이용가능,35.4838193,127.8165691,EC,이지차저,이지차저,1544-3332,2,7.0,단독,1,1,0.0,1.0,2025-05-10 07:42:31,2025-05-10 07:39:17,2025-05-10 07:40:15,,48,48860,A0,A004,N,,N,,N,,N,2024,경상남도,0.5132678082794063,0,0,0,300,0.0033333333222222224,0.0,1.0,0.8,0.0026666666577777783,0.0,0.0,-0.7699017124191094,1.0327649542386683
생초IC주유소,SOFK0016,경상남도 산청군 생초면 경호로 553-3,생초IC주유소,전면에서 좌측,24시간 이용가능,35.48801334,127.82941016,SO,선광시스템,㈜선광시스템,1533-2972,4,200.0,동시,2,2,0.0,1.0,2025-05-15 01:31:53,2025-05-13 15:19:39,2025-05-13 15:33:39,,48,48860,E0,E007,Y,,N,제한없음,N,,Y,2024,경상남도,1.234024045220821,1,1,0,300,0.0033333333222222224,0.5,1.0,0.8,0.0026666666577777783,0.4,0.0,-1.8510360678312316,0.851630598826546
생초시외버스터미널주차장,ME19C112,경상남도 산청군 생초면 어서리 290-2,,,24시간 이용가능,35.492167,127.832944,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 15:53:43,2025-05-14 12:21:53,2025-05-14 13:03:02,,48,48860,B0,B001,Y,,N,,N,,N,2019,경상남도,1.6089613936191427,1,0,0,300,0.0033333333222222224,0.5,1.0,0.8,0.0026666666577777783,0.0,0.0,-2.413442090428714,-0.11077542377093641
생초시장,KP005091,경상남도 산청군 생초면 생초로 35-30,,,24시간 이용가능,35.4942,127.836,KP,한국전력공사,한국전력,1899-2100,4,100.0,단독,1,1,0.0,1.0,2025-05-14 22:45:03,2025-05-14 21:39:24,2025-05-14 22:37:38,,48,48860,G0,G004,Y,,N,,N,,N,2022,경상남도,1.9405240432421271,1,0,0,300,0.0033333333222222224,0.5,1.0,0.8,0.0026666666577777783,0.0,0.0,-2.9107860648631907,-0.6081193982054129
생초 평촌마을 다목적광장,EC480158,경상남도 산청군 생초면 평촌리 554-6,,,24시간 이용가능,35.481218,127.8335366,EC,이지차저,이지차저,1544-3332,2,7.0,단독,1,1,0.0,1.0,2025-05-10 09:12:28,2025-05-10 09:09:45,2025-05-10 09:10:19,,48,48860,A0,A004,N,,N,,N,,N,2024,경상남도,1.794043364399012,0,0,0,300,0.0033333333222222224,0.0,1.0,0.8,0.0026666666577777783,0.0,0.0,-2.691065046598518,-0.8883983799407402
