statNm,statId,addr,addrDetail,location,useTime,lat,lng,busiId,bnm,busiNm,busiCall,chgerType,output,method,available_chargers,num_chargers,congestion_ratio,working_ratio,statUpdDt,lastTsdt,lastTedt,nowTsdt,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,regionName,distance_km,is_free_parking,has_convenience,is_fast,avg_cost,inv_cost,is_free_parking_score,working_ratio_score,congestion_ratio_score,inv_cost_score,has_convenience_score,is_fast_score,distance_km_score,total_score
천안삼거리(서울) 휴게소,ME21A309,충청남도 천안시 동남구 구성동 153-77,,,24시간 이용가능,36.7876902,127.1733336,ME,환경부,환경부,1661-9408,4,100.0,단독,2,3,0.3333333333333333,1.0,2025-05-15 16:14:15,2025-05-15 15:31:34,2025-05-15 16:08:18,2025-05-15 15:41:43,44,44130,C0,C001,Y,,N,,N,,N,2021,충청남도,0.5467368066280618,1,0,0,300,0.0033333333222222224,0.5,1.0,0.5333333333333334,0.0026666666577777783,0.0,0.0,-0.8201052099420927,1.2158947900490185
천안삼거리(서울) 휴게소,ME178011,충청남도 천안시 동남구 쉼1길 42 (삼룡동)173-1,,,24시간 이용가능,36.7882107,127.1735101,ME,환경부,환경부,1661-9408,6,50.0,단독,1,3,0.6666666666666667,0.6666666666666666,2025-05-15 16:15:10,2025-05-15 15:33:25,2025-05-15 15:41:35,2025-05-15 15:56:34,44,44130,C0,C001,Y,,N,,N,,N,2017,충청남도,0.5089158568325979,1,0,0,300,0.0033333333222222224,0.5,0.6666666666666666,0.2666666666666666,0.0026666666577777783,0.0,0.0,-0.7633737852488969,0.672626214742214
청수파출소,ME22D1F5,충청남도 천안시 동남구 청수14로 103, 충청남도 천안시 동남구 청수14로 103,,24시간 이용가능,36.7862377,127.1571478,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 16:15:34,2025-05-15 14:55:22,2025-05-15 15:38:38,,44,44130,I0,I004,Y,,N,,N,,N,2022,충청남도,1.2986807543904342,1,0,0,300,0.0033333333222222224,0.5,1.0,0.8,0.0026666666577777783,0.0,0.0,-1.9480211315856513,0.3546455350721265
천안시종합복지사회복지관,ME19Y289,충청남도 천안시 동남구 천안대로 361,,,24시간 이용가능 / 토~일 미개방,36.7805357,127.1650371,ME,환경부,환경부,1661-9408,4,100.0,단독,2,2,0.0,1.0,2025-05-15 16:11:38,2025-05-15 14:40:41,2025-05-15 15:20:41,,44,44130,I0,I006,Y,,N,,N,,N,2019,충청남도,1.3276471225979436,1,0,0,300,0.0033333333222222224,0.5,1.0,0.8,0.0026666666577777783,0.0,0.0,-1.9914706838969154,0.31119598276086236
천안박물관,ME183155,충청남도 천안시 동남구 삼룡동 260-3,,,24시간 이용가능,36.786312,127.164105,ME,환경부,환경부,1661-9408,"4,6","100.0,50.0","단독,동시",0,3,1.0,0.0,2024-12-16 17:18:10,2024-12-10 15:37:11,2024-12-10 15:56:36,2024-12-10 15:37:49,44,44130,A0,A004,Y,,N,,N,,N,2018,충청남도,0.8034470919219282,1,0,0,300,0.0033333333222222224,0.5,0.0,0.0,0.0026666666577777783,0.0,0.0,-1.2051706378828924,-0.7025039712251145
